chr	start	end	strand	region_type	Geneid	gene_name	gene_type	hgnc_id	mouse_ortholog	data_contact	date	script
chr21	21655038	21686329	-	Gene|deleted	ENSG00000237527.1	AF241725.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	21723293	21737319	-	Gene|deleted	ENSG00000238265.1	LINC00317	lncRNA	HGNC:23126	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	21746973	21797415	+	Gene|deleted	ENSG00000233997.5	LINC01425	lncRNA	HGNC:50733	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	21933315	21975681	-	Gene|deleted	ENSG00000227075.1	AP000472.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	22008756	22098518	-	Gene|deleted	ENSG00000233215.6	LINC01687	lncRNA	HGNC:52474	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	22098616	22116605	+	Gene|deleted	ENSG00000184856.7	LINC00308	lncRNA	HGNC:16023	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	22134698	22136083	-	Gene|deleted	ENSG00000234340.1	AP000705.2	processed_pseudogene	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	22153950	22154299	-	Gene|deleted	ENSG00000231136.1	AP000705.1	processed_pseudogene	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	22205192	22205332	+	Gene|deleted	ENSG00000202339.1	RNU4-45P	snRNA	HGNC:46981	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	22209920	22420819	+	Gene|deleted	ENSG00000226043.2	AP000561.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	22436290	22438349	-	Gene|deleted	ENSG00000223488.2	MAPK6P2	processed_pseudogene	HGNC:16756	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	22500604	22520058	-	Gene|deleted	ENSG00000234034.1	AP000959.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	22882582	22884000	+	Gene|deleted	ENSG00000225906.1	AP000949.1	processed_pseudogene	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23065491	23131206	+	Gene|deleted	ENSG00000230972.1	AP001116.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23079284	23079392	+	Gene|deleted	ENSG00000275469.1	MIR6130	miRNA	HGNC:50156	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23090028	23091831	-	Gene|deleted	ENSG00000219368.3	ZNF299P	processed_pseudogene	HGNC:13088	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23101223	23103074	+	Gene|deleted	ENSG00000231058.1	MSANTD2P1	processed_pseudogene	HGNC:39637	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23106928	23119903	-	Gene|deleted	ENSG00000286222.1	AP001255.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23281736	23281909	-	Gene|deleted	ENSG00000223078.1	RNU2-55P	snRNA	HGNC:48548	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23352929	23423778	-	Gene|deleted	ENSG00000228592.2	AP000459.3	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23390258	23390996	+	Gene|deleted	ENSG00000223822.2	EEF1A1P1	processed_pseudogene	HGNC:3191	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23407658	23409128	-	Gene|deleted	ENSG00000237569.1	TUBAP	processed_pseudogene	HGNC:12411	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23432181	23432282	-	Gene|deleted	ENSG00000199698.1	AP000459.1	misc_RNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23477641	23490724	+	Gene|deleted	ENSG00000227716.1	AP000459.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23704260	23709345	+	Gene|deleted	ENSG00000288094.1	AP000961.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23857081	23889150	+	Gene|deleted	ENSG00000287612.1	AP000474.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23888798	23890541	-	Gene|deleted	ENSG00000231986.1	AP000474.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	23960569	23968747	-	Gene|deleted	ENSG00000235564.2	AP000477.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	24043257	24050286	+	Gene|triplicated	ENSG00000226996.5	AP000477.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	24154871	24192924	-	Gene|triplicated	ENSG00000224018.2	AP000470.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	24304546	24321377	-	Gene|triplicated	ENSG00000224832.2	LINC01689	lncRNA	HGNC:52476	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	24306939	24547942	+	Gene|triplicated	ENSG00000237484.6	LINC01684	lncRNA	HGNC:52472	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	24840550	25057746	+	Gene|triplicated	ENSG00000226983.3	LINC01692	lncRNA	HGNC:52480	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	24886676	24902756	-	Gene|triplicated	ENSG00000227090.1	AP000402.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	24938431	24992817	-	Gene|triplicated	ENSG00000230379.5	AP000146.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25031005	25031529	-	Gene|triplicated	ENSG00000237444.1	AP001342.1	processed_pseudogene	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25055535	25069906	+	Gene|triplicated	ENSG00000244278.1	AP000235.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25095022	25103670	+	Gene|triplicated	ENSG00000232512.6	AP000233.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25101132	25101415	+	Gene|triplicated	ENSG00000274662.1	RN7SKP236	misc_RNA	HGNC:45960	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25127469	25135247	+	Gene|triplicated	ENSG00000223870.1	AP000233.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25169431	25361868	-	Gene|triplicated	ENSG00000222042.2	AP001341.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25202207	25202315	+	Gene|triplicated	ENSG00000238627.1	RNA5SP489	rRNA_pseudogene	HGNC:43389	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25361821	25381756	+	Gene|triplicated	ENSG00000213885.4	RPL13AP7	transcribed_processed_pseudogene	HGNC:23755	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25371827	25372043	+	Gene|triplicated	ENSG00000279534.1	AP001340.1	TEC	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25385388	25431701	-	Gene|triplicated	ENSG00000185433.10	LINC00158	lncRNA	HGNC:1283	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25515349	25518865	-	Gene|triplicated	ENSG00000229962.2	AP000221.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25561909	25575168	+	Gene|triplicated	ENSG00000234883.6	MIR155HG	lncRNA	HGNC:35460	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25573980	25574044	+	Gene|triplicated	ENSG00000283904.1	MIR155	miRNA	HGNC:31542	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25582770	25583326	-	Gene|triplicated	ENSG00000260583.1	AP000223.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25585656	25607517	-	Gene|triplicated	ENSG00000154719.13	MRPL39	protein_coding	HGNC:14027	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25639258	25717562	+	Gene|triplicated	ENSG00000154721.15	JAM2	protein_coding	HGNC:14686	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25643489	25644216	+	Gene|triplicated	ENSG00000237731.1	RNGTTP1	processed_pseudogene	HGNC:39652	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25646113	25654671	-	Gene|triplicated	ENSG00000287109.1	AP000224.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25692180	25692554	+	Gene|triplicated	ENSG00000227054.1	FDX1P2	processed_pseudogene	HGNC:3641	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25716503	25735673	-	Gene|triplicated	ENSG00000154723.12	ATP5PF	protein_coding	HGNC:847	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25734570	25772460	+	Gene|triplicated	ENSG00000154727.10	GABPA	protein_coding	HGNC:4071	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25762938	25763333	-	Gene|triplicated	ENSG00000235514.1	LLPHP2	processed_pseudogene	HGNC:50492	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25880550	26171128	-	Gene|triplicated	ENSG00000142192.21	APP	protein_coding	HGNC:620	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25928754	25952614	+	Gene|triplicated	ENSG00000233783.8	AP001442.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	25943044	25943145	-	Gene|triplicated	ENSG00000251972.1	RNU6-123P	snRNA	HGNC:47086	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26158091	26175824	+	Gene|triplicated	ENSG00000224541.1	AP001439.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26170871	26217381	+	Gene|triplicated	ENSG00000273492.6	AP000229.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26190707	26190813	+	Gene|triplicated	ENSG00000206802.1	RNU6-926P	snRNA	HGNC:47889	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26317390	26320773	-	Gene|triplicated	ENSG00000286902.1	AP001595.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26349780	26350634	-	Gene|triplicated	ENSG00000229025.1	AP001595.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26378552	26471698	+	Gene|triplicated	ENSG00000232692.1	AP001596.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26393635	26569252	+	Gene|triplicated	ENSG00000197934.8	CYYR1-AS1	lncRNA	HGNC:39560	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26459903	26460214	-	Gene|triplicated	ENSG00000273115.1	AP001596.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26466209	26573286	-	Gene|triplicated	ENSG00000166265.13	CYYR1	protein_coding	HGNC:16274	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26835755	26845409	-	Gene|triplicated	ENSG00000154734.15	ADAMTS1	protein_coding	HGNC:217	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26889376	26939742	+	Gene|deleted	ENSG00000223563.1	AP001599.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26917922	26967088	-	Gene|deleted	ENSG00000154736.6	ADAMTS5	protein_coding	HGNC:221	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	26953961	26954043	+	Gene|deleted	ENSG00000266133.1	MIR4759	miRNA	HGNC:41575	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	27143344	27143949	-	Gene|deleted	ENSG00000215326.3	GPX1P2	processed_pseudogene	HGNC:4561	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	27358885	27448579	-	Gene|deleted	ENSG00000231236.2	AP001605.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	27361121	27395787	+	Gene|deleted	ENSG00000236332.2	AP001604.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	27367014	27367947	-	Gene|deleted	ENSG00000233300.1	EIF4A1P1	processed_pseudogene	HGNC:3283	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	27420380	27421023	-	Gene|deleted	ENSG00000217026.3	RPL10P1	processed_pseudogene	HGNC:10300	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	27492118	27492261	+	Gene|deleted	ENSG00000219592.2	NCSTNP1	processed_pseudogene	HGNC:39606	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	27638613	27675024	+	Gene|deleted	ENSG00000234052.2	LINC01673	lncRNA	HGNC:52461	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	27722379	27751233	+	Gene|deleted	ENSG00000225298.5	LINC00113	lncRNA	HGNC:1264	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	27954922	27985295	+	Gene|deleted	ENSG00000234083.1	AJ006995.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	28013363	28023233	+	Gene|deleted	ENSG00000178457.3	LINC00314	lncRNA	HGNC:16622	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	28048404	28137611	+	Gene|deleted	ENSG00000232079.7	LINC01697	lncRNA	HGNC:52485	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	28116094	28228667	-	Gene|deleted	ENSG00000236532.6	LINC01695	lncRNA	HGNC:52483	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	28539318	28540355	+	Gene|triplicated	ENSG00000226935.6	LINC00161	lncRNA	HGNC:17138	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	28743208	28743291	+	Gene|triplicated	ENSG00000283300.1	AF207955.1	snRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	28872191	28885371	-	Gene|triplicated	ENSG00000156239.12	N6AMT1	protein_coding	HGNC:16021	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	28887280	28889272	-	Gene|triplicated	ENSG00000215005.2	HSPD1P7	processed_pseudogene	HGNC:5268	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	28901779	28903697	-	Gene|triplicated	ENSG00000215317.2	THUMPD1P1	processed_pseudogene	HGNC:23808	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	28928144	28992956	-	Gene|triplicated	ENSG00000198862.14	LTN1	protein_coding	HGNC:13082	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	28997613	28998033	-	Gene|triplicated	ENSG00000176054.6	RPL23P2	processed_pseudogene	HGNC:10324	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29004384	29019360	-	Gene|triplicated	ENSG00000156253.7	RWDD2B	protein_coding	HGNC:1302	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29024255	29024890	-	Gene|triplicated	ENSG00000273254.1	AF129075.3	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29024629	29054488	+	Gene|triplicated	ENSG00000156256.15	USP16	protein_coding	HGNC:12614	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29055805	29073797	-	Gene|triplicated	ENSG00000156261.13	CCT8	protein_coding	HGNC:1623	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29058073	29060095	-	Gene|triplicated	ENSG00000231125.2	AF129075.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29063446	29064368	+	Gene|triplicated	ENSG00000286018.1	AF129075.4	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29077471	29175889	+	Gene|triplicated	ENSG00000156265.16	MAP3K7CL	protein_coding	HGNC:16457	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29127701	29128188	-	Gene|triplicated	ENSG00000232687.1	RPL12P9	processed_pseudogene	HGNC:23766	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29139283	29139384	-	Gene|triplicated	ENSG00000201984.1	AF129075.1	misc_RNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29180425	29180639	-	Gene|triplicated	ENSG00000212479.2	AF124730.1	snoRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29182027	29187795	-	Gene|triplicated	ENSG00000224649.1	AF124730.2	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29193480	29288205	+	Gene|triplicated	ENSG00000215533.8	LINC00189	lncRNA	HGNC:18461	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29194071	29630751	+	Gene|triplicated	ENSG00000156273.16	BACH1	protein_coding	HGNC:935	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29222321	29223257	+	Gene|triplicated	ENSG00000236056.1	GAPDHP14	processed_pseudogene	HGNC:4160	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29351634	29361894	+	Gene|triplicated	ENSG00000248476.1	BACH1-IT1	lncRNA	HGNC:40006	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29359002	29359453	+	Gene|triplicated	ENSG00000273017.1	AP000240.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29370019	29376339	-	Gene|triplicated	ENSG00000232118.2	BACH1-AS1	lncRNA	HGNC:40008	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29370497	29373709	+	Gene|triplicated	ENSG00000228817.4	BACH1-IT2	lncRNA	HGNC:40007	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29496047	29500386	+	Gene|triplicated	ENSG00000234293.1	BACH1-IT3	lncRNA	HGNC:16455	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29536933	29940033	-	Gene|triplicated	ENSG00000171189.17	GRIK1	protein_coding	HGNC:4579	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29657406	29657831	+	Gene|triplicated	ENSG00000273464.1	AP000238.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	29748175	29764002	+	Gene|triplicated	ENSG00000174680.10	GRIK1-AS1	lncRNA	HGNC:16458	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30089717	30097836	+	Gene|triplicated	ENSG00000259981.1	AF096876.1	lncRNA	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30165565	30166805	-	Gene|triplicated	ENSG00000156282.5	CLDN17	protein_coding	HGNC:2038	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30209151	30211783	-	Gene|triplicated	ENSG00000227342.1	LINC00307	lncRNA	HGNC:16727	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30214006	30216097	-	Gene|triplicated	ENSG00000156284.6	CLDN8	protein_coding	HGNC:2050	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30263380	30263881	-	Gene|triplicated	ENSG00000225267.1	RPL8P2	processed_pseudogene	HGNC:17220	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30281309	30282950	-	Gene|triplicated	ENSG00000188694.6	KRTAP24-1	protein_coding	HGNC:33902	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30289145	30289514	-	Gene|triplicated	ENSG00000232263.1	KRTAP25-1	protein_coding	HGNC:34003	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30319124	30320315	-	Gene|triplicated	ENSG00000197683.5	KRTAP26-1	protein_coding	HGNC:33760	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30337013	30337694	-	Gene|triplicated	ENSG00000206107.2	KRTAP27-1	protein_coding	HGNC:33864	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30348399	30348609	-	Gene|triplicated	ENSG00000186980.6	KRTAP23-1	protein_coding	HGNC:18928	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30356515	30356885	-	Gene|triplicated	ENSG00000250973.1	KRTAP13-6P	unprocessed_pseudogene	HGNC:18930	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30371390	30372271	-	Gene|triplicated	ENSG00000182816.9	KRTAP13-2	protein_coding	HGNC:18923	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30375294	30375378	-	Gene|triplicated	ENSG00000265007.1	MIR4327	miRNA	HGNC:38355	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30396031	30396822	+	Gene|triplicated	ENSG00000198390.5	KRTAP13-1	protein_coding	HGNC:18924	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30425265	30425968	-	Gene|triplicated	ENSG00000240432.3	KRTAP13-3	protein_coding	HGNC:18925	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30430230	30431026	+	Gene|triplicated	ENSG00000186971.3	KRTAP13-4	protein_coding	HGNC:18926	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30436466	30436964	-	Gene|triplicated	ENSG00000233640.2	KRTAP13-5P	unprocessed_pseudogene	HGNC:18929	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30440275	30440945	+	Gene|triplicated	ENSG00000186970.4	KRTAP15-1	protein_coding	HGNC:18927	TRUE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30479706	30480367	-	Gene|triplicated	ENSG00000184351.8	KRTAP19-1	protein_coding	HGNC:18936	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30487043	30487436	-	Gene|triplicated	ENSG00000186965.5	KRTAP19-2	protein_coding	HGNC:18937	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30491462	30492013	-	Gene|triplicated	ENSG00000244025.5	KRTAP19-3	protein_coding	HGNC:18938	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30496824	30497165	-	Gene|triplicated	ENSG00000186967.7	KRTAP19-4	protein_coding	HGNC:18939	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30501657	30502141	-	Gene|triplicated	ENSG00000186977.3	KRTAP19-5	protein_coding	HGNC:18940	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30510307	30510497	-	Gene|triplicated	ENSG00000237841.1	KRTAP19-9P	unprocessed_pseudogene	HGNC:18950	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30514613	30514799	-	Gene|triplicated	ENSG00000235312.1	KRTAP19-10P	unprocessed_pseudogene	HGNC:18951	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30526546	30526701	-	Gene|triplicated	ENSG00000218125.1	AP000567.1	unprocessed_pseudogene	NA	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30537278	30537381	-	Gene|triplicated	ENSG00000236612.1	KRTAP19-11P	unprocessed_pseudogene	HGNC:18952	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30541535	30541864	-	Gene|triplicated	ENSG00000186925.6	KRTAP19-6	protein_coding	HGNC:18941	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
chr21	30560875	30561314	-	Gene|triplicated	ENSG00000244362.3	KRTAP19-7	protein_coding	HGNC:18942	FALSE	Zenitha Sundararajan	040726	MouseModel_GeneMapping_v0.6_ZS_
